 Villa Gesell;30-Diciembre-2022;14:00;Algo nublado;15 km;33.2;No se calcula; 31;Oeste  22;1004.2 / 
 Villa Gesell;04-Enero-2023;20:00;Despejado;10 km;20;No se calcula; 61;Noreste  5;1012 / 
Sin datoSin datoSin datoSin datoSin datoSin datoSin dato Villa Gesell;04-Enero-2023;20:00;Despejado;10 km;20;No se calcula; 61;Noreste  5;1012 / 
 Villa Gesell;04-Enero-2023;20:00;Despejado;10 km;20;No se calcula; 61;Noreste  5;1012 / 
Sin datoSin datoSin datoSin datoSin datoSin datoSin datoSin datoSin datoSin datoSin datoSin dato Villa Gesell;04-Enero-2023;21:00;Despejado;10 km;18.5;No se calcula; 72;Noreste  3;1012 / 
 Villa Gesell;04-Enero-2023;21:00;Despejado;10 km;18.5;No se calcula; 72;Noreste  3;1012 / 
Sin dato Villa Gesell;04-Enero-2023;21:00;Despejado;10 km;18.5;No se calcula; 72;Noreste  3;1012 / 
 Villa Gesell;04-Enero-2023;21:00;Despejado;10 km;18.5;No se calcula; 72;Noreste  3;1012 / 
Sin datoSin datoSin datoSin datoSin datoSin datoSin datoSin datoSin datoSin dato Villa Gesell;04-Enero-2023;21:00;Despejado;10 km;18.5;No se calcula; 72;Noreste  3;1012 / 
 Villa Gesell;04-Enero-2023;21:00;Despejado;10 km;18.5;No se calcula; 72;Noreste  3;1012 / 
 Villa Gesell;04-enero-2023;21:00;Despejado;10 km;18.5;No se calcula; 72;Noreste  3;1012 / 
 Villa Gesell;04-Enero-2023;21:00;Despejado;10 km;18.5;No se calcula; 72;Noreste  3;1012 / 
 Villa Gesell;04-enero-2023;21:00;Despejado;10 km;18.5;No se calcula; 72;Noreste  3;1012 / 
 Villa Gesell;04-Enero-2023;21:00;Despejado;10 km;18.5;No se calcula; 72;Noreste  3;1012 / 
 Villa Gesell;04-enero-2023;21:00;Despejado;10 km;18.5;No se calcula; 72;Noreste  3;1012 / 
 Villa Gesell;04-Enero-2023;21:00;Despejado;10 km;18.5;No se calcula; 72;Noreste  3;1012 / 
 Villa Gesell;04-enero-2023;21:00;Despejado;10 km;18.5;No se calcula; 72;Noreste  3;1012 / 
 Villa Gesell;04-Enero-2023;21:00;Despejado;10 km;18.5;No se calcula; 72;Noreste  3;1012 / 
 Villa Gesell;04-enero-2023;21:00;Despejado;10 km;18.5;No se calcula; 72;Noreste  3;1012 / 
 Villa Gesell;04-Enero-2023;21:00;Despejado;10 km;18.5;No se calcula; 72;Noreste  3;1012 / 
 Villa Gesell;04-enero-2023;21:00;Despejado;10 km;18.5;No se calcula; 72;Noreste  3;1012 / 
 Villa Gesell;04-Enero-2023;21:00;Despejado;10 km;18.5;No se calcula; 72;Noreste  3;1012 / 
 Villa Gesell;05-enero-2023;08:00;Algo nublado;15 km;20;No se calcula; 61;Oeste  13;1014.6 / 
 Villa Gesell;05-Enero-2023;08:00;Algo nublado;15 km;20;No se calcula; 61;Oeste  13;1014.6 / 
 Villa Gesell;05-enero-2023;08:00;Algo nublado;15 km;20;No se calcula; 61;Oeste  13;1014.6 / 
 Villa Gesell;05-Enero-2023;08:00;Algo nublado;15 km;20;No se calcula; 61;Oeste  13;1014.6 / 
 Villa Gesell;05-Enero-2023;09:00;Algo nublado;15 km;21.8;No se calcula; 52;Noroeste  9;1015 / 
 Villa Gesell;05-enero-2023;09:00;Algo nublado;15 km;21.8;No se calcula; 52;Noroeste  9;1015 / 
 Villa Gesell;05-Enero-2023;09:00;Algo nublado;15 km;21.8;No se calcula; 52;Noroeste  9;1015 / 
 Villa Gesell;05-enero-2023;09:00;Algo nublado;15 km;21.8;No se calcula; 52;Noroeste  9;1015 / 
 Villa Gesell;05-Enero-2023;10:00;Algo nublado;15 km;24.2;No se calcula; 45;Norte  11;1014.4 / 
 Villa Gesell;05-enero-2023;10:00;Algo nublado;15 km;24.2;No se calcula; 45;Norte  11;1014.4 / 
 Villa Gesell;05-Enero-2023;10:00;Algo nublado;15 km;24.2;No se calcula; 45;Norte  11;1014.4 / 
 Villa Gesell;05-enero-2023;10:00;Algo nublado;15 km;24.2;No se calcula; 45;Norte  11;1014.4 / 
 Villa Gesell;05-Enero-2023;11:00;Algo nublado;15 km;26.9;27.1; 45;Noroeste  11;1014.6 / 
 Villa Gesell;05-Enero-2023;12:00;Algo nublado;15 km;29;28.3; 40;Oeste  18;1014.8 / 
 Villa Gesell;05-enero-2023;12:00;Algo nublado;15 km;29;28.3; 40;Oeste  18;1014.8 / 
 Villa Gesell;05-Enero-2023;13:00;Algo nublado;15 km;30;No se calcula; 35;Oeste  18;1014.4 / 
 Villa Gesell;05-Enero-2023;14:00;Algo nublado;15 km;31.6;No se calcula; 36;Noroeste  11;1013.6 / 
 Villa Gesell;05-Enero-2023;15:00;Algo nublado;15 km;32.6;No se calcula; 36;Noroeste  13;1012.8 / 
 Villa Gesell;05-enero-2023;15:00;Algo nublado;15 km;32.6;No se calcula; 36;Noroeste  13;1012.8 / 
 Villa Gesell;05-Enero-2023;15:00;Algo nublado;15 km;32.6;No se calcula; 36;Noroeste  13;1012.8 / 
 Villa Gesell;05-Enero-2023;16:00;Parcialmente nublado;15 km;33.2;No se calcula; 32;Sudoeste  14;1012.2 / 
 Villa Gesell;05-Enero-2023;17:00;Parcialmente nublado;15 km;33;No se calcula; 28;Oeste  14;1012.2 / 
 Villa Gesell;05-Enero-2023;18:00;Parcialmente nublado;15 km;31.8;32.6; 43;Sudeste  5;1012 / 
 Villa Gesell;05-Enero-2023;19:00;Parcialmente nublado;15 km;29.2;29.4; 45;Norte  9;1012.4 / 
 Villa Gesell;05-Enero-2023;20:00;Parcialmente nublado;12 km;25.2;No se calcula; 58;Noroeste  3;1013 / 
Sin datoSin datoSin datoSin datoSin datoSin datoSin datoSin dato Villa Gesell;05-Enero-2023;20:00;Parcialmente nublado;12 km;25.2;No se calcula; 58;Noroeste  3;1013 / 
 Villa Gesell;05-Enero-2023;20:00;Parcialmente nublado;12 km;25.2;No se calcula; 58;Noroeste  3;1013 / 
Sin dato Villa Gesell;05-Enero-2023;21:00;Parcialmente nublado;12 km;22.6;No se calcula; 62;Calma;1013 / 
 Villa Gesell;05-Enero-2023;21:00;Parcialmente nublado;12 km;22.6;No se calcula; 62;Calma;1013 / 
